1,15373834.312,1070713.197,580.763,STMH,101079
2,15374031.939,1071089.146,577.368,STMH,101124
3,15374196.248,1071324.854,574.233,STMH,101148
4,15374130.167,1071240.606,575.583,STMH,101138
5,15373522.523,1070104.85,577.462,STMH,100897
6,15373419.163,1070036.832,577.746,STMH,100820
7,15373355.373,1069778.347,580.587,STMH,100856
8,15374352.025,1071653.692,571.524,STMH,101280
9,15373931.84,1070902.65,579.258,STMH,101097
10,15373589.137,1070242.486,578.191,STMH,100916
11,15374253.302,1071513.131,572.391,STMH,101264
12,15373688.559,1070439.926,579.626,STMH,101055
13,15374287.669,1071552.607,572.057,STMH,101265
14,15376026.186,1074399.761,580.746,STMH,600768
15,15375599.977,1073518.119,574.817,STMH,600846
16,15374051.532,1071076.991,577.423,STMH,601050
17,15374347.942,1071510.069,572.056,STMH,601262
18,15374149.171,1071227.944,575.657,STMH,601064
19,15375821.199,1073966.279,580.853,STMH,600806
20,15374377.945,1071455.496,572.126,STMH,601241
21,15375699.247,1073718.803,577.504,STMH,600829
22,15373945.722,1070893.7,579.567,STMH,601033
23,15374404.014,1071588.938,571.725,STMH,601268
24,15374389.517,1071480.646,572.134,STMH,601235
25,15374407.175,1071593.927,571.706,STMH,601269
26,15373977.818,1070834.194,579.502,STMH,601138
27,15374591.663,1071766.072,573.568,STMH,302325
28,15373456.836,1069943.257,578.435,STMH,302502
29,15374550.01,1071795.88,573.581,STMH,302337
30,15373609.531,1070232.072,578.271,STMH,302646
31,15373458.646,1069933.303,578.8,STMH,302503
32,15373600.125,1070227.972,577.941,STMH,302647
33,15373708.789,1070428.926,579.61,STMH,302627
34,15375470.22,1073253.141,574.173,STMH,302192
35,15373700.085,1070424.569,579.327,STMH,302628
36,15375358.196,1073029.287,575.916,STMH,302174
37,15374838.275,1072204.203,578.594,STMH,302385
38,15374688.36,1071991.672,575.989,STMH,302363
39,15375112.523,1072604.019,579.394,STMH,302430
40,15375250.566,1072832.217,577.536,STMH,302156
41,15373373.281,1069777.963,580.264,STMH,302520
42,15373375.298,1069768.526,580.648,STMH,302521
43,15375344.897,1073040.132,576.174,STMH,101673
44,15375662.069,1073683.19,576.769,STMH,102114
45,15375583.865,1073519.599,574.432,STMH,101740
46,15375449.14,1073263.561,574.309,STMH,101696
47,15374872.502,1072389.927,580.729,STMH,101487
48,15374618.025,1072029.558,576.133,STMH,101443
49,15375683.37,1073738.818,577.666,STMH,102104
50,15374890.786,1072415.085,580.75,STMH,101488
51,15375685.307,1073725.13,577.194,STMH,102105
52,15375008.755,1072475.405,581.128,STMH,101601
53,15374923.027,1072458.569,580.564,STMH,101513
54,15375509.134,1073512.609,574.137,STMH,101866
55,15375503.041,1073358.284,573.626,STMH,101713
56,15375222.367,1072830.051,578.245,STMH,101647
57,15375917.139,1074198.826,582.555,STMH,102060
58,15375235.548,1072841.288,578.037,STMH,101648
59,15375166.589,1072722.514,579.001,STMH,101638
60,15375101.613,1072629.225,580.047,STMH,101619
61,15375634.884,1073786.057,577.698,STMH,101906
62,15374819.576,1072217.315,579.422,STMH,101572
63,15375991.689,1074346.827,581.575,STMH,102046
64,15375337.554,1073039.538,576.341,STMH,101672
65,15373487.089,1070058.393,577.858,STMH,103048
