"","ID","Northing","Easting","Elev","Code","ConNum"
"476",214,15376483.58,1075605.01,576.07,"CB","200671"
"477",323,15372272.48,1067616.51,582.16,"CB","200477"
"478",26,15375015.47,1072493.269,581.106,"ELMH",""
"479",282,15371892.01,1066785.2,588.865,"CB","200378"
"480",292,15373533.15,1070271.294,577.906,"CB","200392"
"481",65,15373487.09,1070058.393,577.858,"STMH","103048"
"482",3,15376456.2,1075135.18,567.41,"MH","200748"
"483",9,15373931.84,1070902.65,579.258,"STMH","101097"
"484",344,15372467.25,1068131.79,586.637,"CB","200506"
"485",143,15376151.34,1074460.155,579.457,"CB","600981"
"486",29,15375631.09,1073780.294,577.646,"ELMH",""
"487",4,15374064.31,1071136.855,576.712,"ELMH",""
"488",361,15372877.77,1068793.31,579.042,"CB","200539"
"489",51,15375685.31,1073725.13,577.194,"STMH","102105"
"490",166,15375996.92,1074159.516,582.249,"CB","85601"
"491",140,15375619.39,1073768.484,577.136,"CB","101903"
"492",341,15372468.91,1068145.76,586.449,"CB","200503"
"493",125,15373473.09,1070138.081,577.25,"CB","100830"
"494",377,15372343.29,1067589.03,582.134,"CB","200564"
"495",26,15376948.11,1076010.757,578.871,"MH",""
"496",34,15375470.22,1073253.141,574.173,"STMH","302192"
"497",64,15373701.42,1070433.237,579.332,"CB","302626"
"498",3,15374556.69,1071841.513,574.145,"ELMH",""
"499",18,15375921.16,1074216.994,582.725,"ELMH",""
"500",18,15374149.17,1071227.944,575.657,"STMH","601064"
"501",402,15376987.36,1076372.038,574.897,"CB",""
"502",62,15375155.52,1072576.696,580.214,"CB","302219"
"503",116,15372037,1067283.463,578.151,"STMH",""
"504",366,15372860.49,1068792.15,579.117,"CB","200544"
"505",287,15372120.3,1067461.37,579.512,"CB","200385"
"506",26,15373977.82,1070834.194,579.502,"STMH","601138"
"507",17,15374347.94,1071510.069,572.056,"STMH","601262"
"508",113,15375796.44,1074160.699,581.83,"CB","101957"
"509",77,15371736.09,1066808.99,584.7,"STMH","200023"
"510",393,15376795.15,1075961.268,575.6,"CB",""
"511",61,15375634.88,1073786.057,577.698,"STMH","101906"
"512",112,15375913.89,1074388.994,584.438,"CB","102160"
"513",35,15374400.92,1071600.173,571.372,"CB","601271"
"514",312,15373114.37,1069121.464,582.399,"CB","200456"
"515",50,15374890.79,1072415.085,580.75,"STMH","101488"
"516",36,15375358.2,1073029.287,575.916,"STMH","302174"
"517",273,15372042.84,1067298.318,578.262,"CB","200356"
"518",325,15372217.21,1067653.59,582.32,"CB","200479"
"519",231,15376608.77,1075800.414,572.897,"CB","200688"
"520",58,15375235.55,1072841.288,578.037,"STMH","101648"
