1,15373834.312,1070713.197,580.763,MH
2,15374031.939,1071089.146,577.368,MH
3,15374196.248,1071324.854,574.233,MH
4,15374130.167,1071240.606,575.583,MH
5,15373522.523,1070104.85,577.462,MH
6,15373419.163,1070036.832,577.746,MH
7,15373355.373,1069778.347,580.587,MH
8,15374352.025,1071653.692,571.524,MH
9,15373931.84,1070902.65,579.258,MH
10,15373589.137,1070242.486,578.191,MH
11,15374253.302,1071513.131,572.391,MH
12,15373688.559,1070439.926,579.626,MH
13,15374287.669,1071552.607,572.057,MH
14,15376026.186,1074399.761,580.746,MH
15,15375599.977,1073518.119,574.817,MH
16,15374051.532,1071076.991,577.423,MH
17,15374347.942,1071510.069,572.056,MH
18,15374149.171,1071227.944,575.657,MH
19,15375821.199,1073966.279,580.853,MH
20,15374377.945,1071455.496,572.126,MH
21,15375699.247,1073718.803,577.504,MH
22,15373945.722,1070893.7,579.567,MH
23,15374404.014,1071588.938,571.725,MH
24,15374389.517,1071480.646,572.134,MH
25,15374407.175,1071593.927,571.706,MH
26,15373977.818,1070834.194,579.502,MH
27,15374591.663,1071766.072,573.568,MH
28,15373456.836,1069943.257,578.435,MH
29,15374550.01,1071795.88,573.581,MH
30,15373609.531,1070232.072,578.271,MH
31,15373458.646,1069933.303,578.8,MH
32,15373600.125,1070227.972,577.941,MH
33,15373708.789,1070428.926,579.61,MH
34,15375470.22,1073253.141,574.173,MH
35,15373700.085,1070424.569,579.327,MH
36,15375358.196,1073029.287,575.916,MH
37,15374838.275,1072204.203,578.594,MH
38,15374688.36,1071991.672,575.989,MH
39,15375112.523,1072604.019,579.394,MH
40,15375250.566,1072832.217,577.536,MH
41,15373373.281,1069777.963,580.264,MH
42,15373375.298,1069768.526,580.648,MH
43,15375344.897,1073040.132,576.174,MH
44,15375662.069,1073683.19,576.769,MH
45,15375583.865,1073519.599,574.432,MH
46,15375449.14,1073263.561,574.309,MH
47,15374872.502,1072389.927,580.729,MH
48,15374618.025,1072029.558,576.133,MH
49,15375683.37,1073738.818,577.666,MH
50,15374890.786,1072415.085,580.75,MH
51,15375685.307,1073725.13,577.194,MH
52,15375008.755,1072475.405,581.128,MH
53,15374923.027,1072458.569,580.564,MH
54,15375509.134,1073512.609,574.137,MH
55,15375503.041,1073358.284,573.626,MH
56,15375222.367,1072830.051,578.245,MH
57,15375917.139,1074198.826,582.555,MH
58,15375235.548,1072841.288,578.037,MH
59,15375166.589,1072722.514,579.001,MH
60,15375101.613,1072629.225,580.047,MH
61,15375634.884,1073786.057,577.698,MH
62,15374819.576,1072217.315,579.422,MH
63,15375991.689,1074346.827,581.575,MH
64,15375337.554,1073039.538,576.341,MH
65,15373487.089,1070058.393,577.858,MH
66,15373515.944,1070114.468,577.696,MH
67,15375785.592,1073990.569,581.367,MH
68,15375467.942,1073400.488,573.677,MH
69,15375513.145,1073488.195,574.275,MH
70,15374477.17,1071787.413,573.718,MH
71,15374194.256,1071344.363,574.503,MH
72,15374436.412,1071729.389,572.962,MH
73,15374366.303,1071587.326,571.897,MH
74,15374328.482,1071535.472,572.245,MH
75,15372053.92,1067187.13,579.83,MH
76,15371863.39,1066974.66,581.833,MH
77,15371736.09,1066808.99,584.7,MH
78,15372144.85,1067313.8,579.11,MH
79,15372163.47,1067349.32,579.35,MH
80,15372172.63,1067435.61,579.89,MH
81,15372182.4,1067441.79,579.76,MH
82,15372096.16,1067328.23,579.02,MH
83,15372192.8,1067425.53,579.88,MH
84,15371693.46,1066542.88,592.695,MH
85,15371902.82,1066775.43,589.24,MH
86,15372086.71,1067199.62,579.821,MH
87,15372064.976,1067170.964,580.06,MH
88,15372952.25,1068929.3,580.151,MH
89,15373062.28,1069147.65,582.7,MH
90,15372931.16,1068939.9,580.281,MH
91,15373041.82,1069158.17,582.673,MH
92,15373258.65,1069519.01,583.586,MH
93,15373251.51,1069522.89,583.418,MH
94,15373219.02,1069490.26,583.5,MH
95,15372289.69,1067617.25,582.51,MH
96,15372269.01,1067627.6,582.6,MH
97,15372365.92,1067819.08,585.3,MH
98,15372375.18,1067825.95,585.17,MH
99,15372501.027,1068072.75,586.621,MH
100,15372386.32,1067808.62,585.192,MH
101,15372516.73,1068264.32,585.686,MH
102,15372575.31,1068234.19,585.924,MH
103,15372585.12,1068240.8,585.656,MH
104,15372711.36,1068451.08,584.129,MH
105,15372596.14,1068223.93,585.922,MH
106,15372690.313,1068462.069,584.23,MH
107,15372700.092,1068468.228,583.82,MH
108,15372856.11,1068808.96,579.45,MH
109,15372819.2,1068665.7,580.093,MH
110,15372786.92,1068672.12,580.48,MH
111,15372739.04,1068576.65,582.31,MH
112,15372663.601,1068552.253,582.88,MH
113,15371519.06,1066392.37,597.415,MH
114,15373213.33,1069457.58,583.879,MH
115,15372280.82,1067635.55,582.479,MH
116,15372036.995,1067283.463,578.151,MH
117,15376341.73,1074925.59,570.244,MH
